,Title,PMID,text,DOI,labels,source
1168,,,"At least in the second case , weighted coefficients are almost unavoidable . any data it is trained on must be in-coverage of the parser",,0,acl_cambridge
1169,,,Experiments with young children support these predictions . not all of the interviewees could read in Kazakh sufficiently fluent,,0,acl_cambridge
1170,,,"8 To cope with the situation where a determiner/article is far ahead of the head of the noun phrase , we apply another constraint while making correction decision . random generation can output so many bad suggestions and users have to be patient to find the name that they are looking for",,0,acl_cambridge
1171,,,A tropical polynomial is the generalised sum of tropical monomials where the generalised sum is evaluated using the min operation . the resources they rely on require significant effort to create and will not always be available to model data in a new language or a new domain,,0,acl_cambridge
1172,,,"We conducted two independent experiments for each search session , classifying search result snippets and also original texts , extracted from webpages . their reliance on predefined ontologies",,0,acl_cambridge
1173,,,"In addition to WordNet hypernyms , we also cluster verbs , nouns and adjectives using the dependencybased word similarity of -LRB- Lin , 1998 -RRB- and treat cluster membership as types . the solution may be only a local optimum",,0,acl_cambridge
1174,,,The results are almost similar with that of OOV results shown in Table 8 except for Person . a variant of Kipps ' caching cannot be used,,0,acl_cambridge
1175,,,The chart parsing algorithm is listed in Figure 4 . the instability of the model,,0,acl_cambridge
1176,,,"However , when considered in a context in which it is clear that `` Canada '' and `` pays '' corefer , it would be reasonable to assume that the translation is correct . using a bias whose source is the introspection of a single , or of a community of scientists",,0,acl_cambridge
1177,,,The difference between our method and Birch et al. . scores -- and as a result any feature representations -- are restricted to a single arc or a small number of arcs in the graph,,0,acl_cambridge
1178,,,"The semi-domain-independent strategies accomplish tasks such as a sweep that seem particular to the domain , but are similar to tasks in other domains . LDA does not modelize at all the sequentiality of the data",,0,acl_cambridge
1179,,,The P function enables us to utilize incomplete succeeding contexts to approximately predict words . this reduces the efficiency of the dynamic programming,,0,acl_cambridge
1180,,,"First , the set II of the probes on b towards is detached from 6 , and 6 is shifted from J to another joint as illustrated in Figure 5 . an iterative inference step is needed during runtime",,0,acl_cambridge
1181,,,This may make them less susceptible to the subtleties of style manipulation than would be the case if they were free of other tasks . noisy proliferation,,0,acl_cambridge
1182,,,In NER track we also include a named entity list extracted from the training data . the CCG labels for a particular sentence significantly reduces the paraphrases that can be used,,0,acl_cambridge
1183,,,HVR is designed for modern mobile devices equipped with an embedded microphone to capture speech signals and a touchscreen display to receive touch events . computation for the MSZ relevance score ranking is intractable due to the number of n-grams,,0,acl_cambridge
1184,,,"In graph theory -LRB- Biggs et al. , 1976 -RRB- , similar ideas are conceived with a different jargon . the relatively low performance of resolution",,0,acl_cambridge
1185,,,"The subset has been manually classified by three lexicographers into idioms , collocations and free combinations . annotator bias",,0,acl_cambridge
1186,,,A typical text consists of sentences glued together in a systematic way to form a coherent discourse . the complexity it introduces into an ( up till now ) quite simple story,,0,acl_cambridge
1187,,,"Finally we will combine these different tech - sentences that represent persons , locations , organiniques in one probabilistic model in section 7 . zations and dates . annotator bias",,0,acl_cambridge
1188,,,"In word alignment , we have to the circularity of language comprehension",,0,acl_cambridge
1189,,,"`` Sloopy '' admits recognized temporal expressions as long as their right boundary is the same as in the corresponding TimeBank 's extents -LRB- Boguraev and Ando , 2005 -RRB- . parse space explosion",,0,acl_cambridge
1190,,,"Thus -LRB- Inst boyl boy - -RRB- asserts that boyl is a member of the set of boys , denoted by boy - . structures may not be properly represented by flat features",,0,acl_cambridge
1191,,,"Keyboard communication patterns , upon which most natural language heuristics and algorithms have been based , also are contrasted with patterns observed in the two speech modalities . the user may have to read a large number of reviews in order to make a decision",,0,acl_cambridge
1192,,,Our evaluation shows that the system performs better than the baseline although the baseline performs surprisingly well . longer sentences,,0,acl_cambridge
1193,,,"The list -LRB- 176 entries -RRB- has been constructed based on observations on a development dataset and by -LRB- intelligent -RRB- extrapolation of these findings . the resulting tree , though maximal in probability , may not conform to basic linguistic properties of a dependency tree",,0,acl_cambridge
1194,,,"For instance , the set of category-section pairs for an article about Albert Einstein contains -LRB- Person , Early_life -RRB- , -LRB- Person , Awards -RRB- , and -LRB- Person , Political_views -RRB- as well as several others . exponential explosion",,0,acl_cambridge
1195,,,"model 2 -LRB- Bikel , 2004 -RRB- . the various languages are analyzed independently of each other ( possibly by exploiting external knowledge like Wikipedia to enrich documents ( Kumar et al. , 2011c ; Kumar et al. , 2011a ) ) , and then the language-specific results are merged",,0,acl_cambridge
1196,,,"discrepancy between automatic and human evaluations -LRB- Callison-Burch et al. , 2007 -RRB- . they usually work with terms , and so disregard the contextual meaning of those terms in the sentence ( Martineau and Finin , 2009 ; Moilanen and Pulman , 2007 )",,0,acl_cambridge
1197,,,This bias forces the training algorithm to learn a distorted probability model which can significantly differ from the actual one . the time complexity,,0,acl_cambridge
1198,,,"However , sometimes combinations of features or feature values may be very good predictors . manual linguistic mark-up is not based on abstract rules but rather on individual linguistic intuition",,0,acl_cambridge
1199,,,"We experimented using -LRB- 1 -RRB- F1 only , -LRB- 2 -RRB- F1 and F2 , -LRB- 3 -RRB- F1 , F2 , and F3 . the algorithm for finding them has a high computational complexity , and has not been evaluated empirically on treebank data.",,0,acl_cambridge
1200,,,"Given a natural language question , our IR system returns a set of matching passages , which we then rank using a linear function of seven predictor variables . it requires considerable linguistic skill to produce proper rules in a proper order",,0,acl_cambridge
1201,,,"We create Baseline 2 as follows , employing the methods described in Section 4 for training , parameter tuning , and testing . noisy data",,0,acl_cambridge
1202,,,"Indeed , learning the solution with Partially Observable MDPs in a batch and off-policy manner is not common in the literature . word co-occurrence information is not sufficiently exploited",,0,acl_cambridge
1203,,,Females in mixed-gender pairs do not match their interlocutor 's previous turn any more than do males . we have to generate a list of all possible light verbs,,0,acl_cambridge
1204,,,"Bridging the two are genres such as discussion boards , web fora , and mailing lists . they strongly depend on the arbitrarily defined window size parameter and do not penalize all error types equally , e.g. , pk penalizes false negatives more than false positives and wd penalizes false positive and negative boundaries more at the beginning and end of the text ( Lamprier , et al. , 2007 )",,0,acl_cambridge
1205,,,"For example , consider the Hebrew roots r. $ . m , p. & . l , p.q.d and the Hebrew patterns hit \u2751 a \u2751 e \u2751 , mi \u2751 \u2751 a \u2751 , ha \u2751 \u2751 a \u2751 a. it re-attaches a single node in every iteration",,0,acl_cambridge
1206,,,"Having linguistic features enables the model to implicitly incorporate sentiment information into the word embeddings , helping to classify this example correctly . the need for large training data",,0,acl_cambridge
1207,,,"Among these , 1000 posts were randomly selected then manually split into sentences . ignoring many links that might reflect true – although less frequently attested – conceptual relations",,0,acl_cambridge
1208,,,"These lists normally contain a fixed value for all positive words and another value for all negative words -LRB- Polanyi and Zaenen , 2006 -RRB- . because constraints on pronominal anaphora are stated entirely in terms of configurational relations of tree geometry , specifically , in terms of c-command and minimal dominating S and NP domains , control and unbounded dependency structures can only be handled by additional and fairly complex devices",,0,acl_cambridge
1209,,,"For suffix separation , we identify a number of linguistic rules for both Tamil and English . in assigning an induced word cluster to a known target category , such as noun , and evaluating the goodness of the cluster according to how well it represents the class noun , the assumption is made that it is fine for a target class to be represented by multiple induced clusters , but it is unacceptable for a single induced category to represent a combination of multiple target categories",,0,acl_cambridge
1210,,,The work here only represents an initial step towards conversation entailment . each level of correspondence ( character and morpheme ) can completely describe the observed data,,0,acl_cambridge
1211,,,The new parse scores are calculated as follow : taxonomies are built according to the sense distinctions present in dictionaries and not according to the actual use of words in the corpus,,0,acl_cambridge
1212,,,"We wanted to determine , insofar as was possible , whether there was a group consensus as to where the segment boundaries should go . we focus mostly on unitary sources of overgeneration : a single lexical item , tree property or derivation operation that consistently occurs in overgenerated strings",,0,acl_cambridge
1213,,,"Nowadays however , most large companies employ the statistical translation approach , using exceedingly large amounts of bilingual data -LRB- aligned sentences in two languages -RRB- . Mongolian uses the Cyrillic alphabet to represent both conventional words and loanwords , and so the automatic extraction of loanwords is difficult",,0,acl_cambridge
1214,,,"After the DBE has completed an acquisition session for a file , TEAM can interpret and respond to end-user queries . allowing the audience to see thumbnails of every slide returned by a content-based query , regardless of whether the presenter intended for them to be seen",,0,acl_cambridge
1215,,,"This situation , in which semantic analyses and lexicographic descriptions of adjectives -LRB- and other categories -RRB- are rare , is bound to change rapidly . it completely ignores the labeled source data after initialization , but the source data does contain some valuable information",,0,acl_cambridge
1216,,,"The formalism does not impose constraints on how the relations between phrases and strings are defined , and the grammar writer has to define them explicitly . they work better on few articles which were highly modified by editors",,0,acl_cambridge
1217,,,CLIP 's inferences on the corpus of political speeches can be browsed at http://www.ark . the considerable delay between user input and wizard response,,0,acl_cambridge
1218,,,90 -RSB- have to hold in order to ensure termination . overgeneration,,0,acl_cambridge
1219,,,"We first perform hierarchical clustering , which produces a tree structure : each leaf represents a language , and each node a cluster . it contains a single isolated parameter for every span",,0,acl_cambridge
1220,,,The fifth one is a corpusbased distributional similarity measure . they cannot be used to study language in natural tasks with real-world referents,,0,acl_cambridge
1221,,,"Of course there are many different reasons why speakers make repairs ; but whatever the reason , speech repairs are a normal occurrence in spoken dialogue . the fusion process is typically fed with transcriptions of entire audio recordings ( lasting up to hours )",,0,acl_cambridge
1222,,,The benefits are that the rules are always followed . this context may not be sufficient,,0,acl_cambridge
1223,,,"Our experiments were carried out using Sections 15-18 for the training set , because the entire file was too large to learn . nothing is said specifically about obtaining data from such resources as Twitter or Facebook , which need access via APIs rather than direct crawling",,0,acl_cambridge
1224,,,Star-freeness of the constraints is a minor restriction when compared to the finiteness of this language . the large search space faced by the decoder,,0,acl_cambridge
1225,,,We thank the anonymous reviewers for their many comments and suggestions . they require meaning annotations for example sentences,,0,acl_cambridge
1226,,,"One can see that more than one verb can be used to explicate the meaning of a verb and there is an order in which the verbs are used . the polysemy of relation phrases , which means that a relation phrase ctx can express different relations in different triples",,0,acl_cambridge
1227,,,"We use Kanzi characters as index terms to retrieve paraphrase candidates , assuming that noun phrases sharing the same Kanzi characters could be paraphrases of each other . it can not infer class information for verbs not listed in Levin",,0,acl_cambridge
1228,,,"Combinatory Categorial Grammar -LRB- Steedman , 2000 -RRB- is a grammatical framework that describes syntactic structure in terms of the combinatory potential of the lexical -LRB- word-level -RRB- items . this is expensive",,0,acl_cambridge
1229,,,"MPCT must be included in SALT-1 for both pairs , because the only over-generating ungrammatical sentences due to its “almost-free” alignment",,0,acl_cambridge
1230,,,"When compared to commonly used learning algorithms such as Perceptron and MIRA , the model trained by our algorithm performs consistently better when given the same amount of training time . the treatment of input elements as indivisible entities",,0,acl_cambridge
1231,,,"Therefore , this parameter can be used to adjust the balance between precision and recall . it can miss the kind of conditioning information present in local subtrees",,0,acl_cambridge
1232,,,"Barzilay and Lapata -LRB- 2006 -RRB- use it for content aggregation in a generation system . all MFbased methods map words and their context words to two different sets of embeddings , and then employ Singular Value Decomposition ( SVD ) to obtain a low rank approximation of the word-context matrix M",,0,acl_cambridge
1233,,,"Google Translate translates the segment asset into Verm NNP ogensgegenst NNP ande , whereby the domain-specific approach translates it into Verm NNP ogenswerte . we do not identify multiple target expressions for the same category",,0,acl_cambridge
1234,,,"Similarly , this means that word and all its descendants form a contiguous substring of the sentence . inaccurate constraint estimation",,0,acl_cambridge
1235,,,We do not assume that the oracle learns over time and hence the speed of annotation or perhaps the accuracy of annotation increases . inaccurate counts for low-probability cooccurrences,,0,acl_cambridge
1236,,,Semantic analysis is an open research field in natural language processing . selecting citations that have no valuable information in them,,0,acl_cambridge
1237,,,We propose a method for the description of knowledge about collocations in the dictionary of a multilingual generation system . they may or may not produce the term types and granularities useful to the user,,0,acl_cambridge
1238,,,"As context for a word , we consider the sentence in which this word occurs . as the complexity of the sentences recognized increases , the computational complexity increases quadratically",,0,acl_cambridge
1239,,,This dataset covers a number of chapters from Arthur Conan Doyle short stories and provides full-text annotation of both explicit and implicit semantic roles . the different sentence lengths have not been taken into account,,0,acl_cambridge
1240,,,"Event extraction has been studied mainly in the newswire domain and the biomedical domain as the task of detecting event triggers and determining their event types and arguments . it finds only a local optimum , since it uses the same backpropagation technique as MLP",,0,acl_cambridge
1241,,,"structural analysis guided by the grammatical system -RRB- , and which refinements like the above could be construed as part of a subsequent task of interpretation . the solution may be only a local optimum",,0,acl_cambridge
1242,,,"From current point of view , enriching the hint lists is also desirable . the tail model assigns a static preference to paraphrase ( i.e. , tail preferences are assumed to be contextindependent )",,0,acl_cambridge
1243,,,"While language codes are used , they have not been standardised , so that multiple codes are used for the same language . systems are hard to be ported across different domains and different languages",,0,acl_cambridge
1244,,,"In a projected space with approximately 103 or 104 fragments , including a few hundred more features can produce noticeably different accuracy readings . the fact that misspellings resulting in real words were not addressed",,0,acl_cambridge
1245,,,"This point is particularly important to handle compounds in morphologically rich languages in which retrieval of the independent forms from compound elements is not straightforward , such as Russian . it can not bridge vocabulary gaps between documents and queries",,0,acl_cambridge
1246,,,"This labeling violates C1 , the minimal hamming distance is 2 , and our approximation gives 1 , -LRB- since there is only one transition that violates the constraint . -RRB- all disagreements are treated equally",,0,acl_cambridge
1247,,,One possible objection to this comparison is that the subset for which we have a fair compar the system having an unrealistically high memory requirement,,0,acl_cambridge
1248,,,"is dependent on a set of `` features '' which , hopefully , are helpful in making a prediction about the future . languages are named , without the corresponding ISO language codes",,0,acl_cambridge
1249,,,"Examples are correlative clauses -LRB- these are an old Indo-European feature which most modern European languages have lost -RRB- , extensive use of complex predication , and rampant pro-drop . using only those arg2s that exactly match clean lists leaves out some good data ( e.g. , a tuple with an arg2 of ‘Univ of Wash’ will not match against a list of universities that spells it as ‘University of Washington’ )",,0,acl_cambridge
1250,,,"The MWER templates are instantiated at each position of the input sequence . their method limits the training of multi-sense embeddings to the M most common words , forcing a complete re-training of the model should a new word of interest appear",,0,acl_cambridge
1251,,,-LSB- SFB 100 is a research group in which different linguistic and computer science-oriented projects cooperate . some synonyms for a word do not carry the same sentiment orientation,,0,acl_cambridge
1252,,,"During manual annotation of this data carried out by one annotator -LRB- different from those who annotated PDT data , but using the same methodology and a tool -RRB- , 163 occurences of MWEs were found . the generated summaries do not contain any information about the distribution of opinions",,0,acl_cambridge
1253,,,"We refer to these as primary entities from here on -LRB- the first four entities in Table 1 -RRB- . the choice of the appropriate conceptual types is non trivial , even when selecting very high-level tags",,0,acl_cambridge
1254,,,"The probabilities of alternative assignments are within some small specified distance . morphotactics was explicitly raised to the level of the sentence grammar , hence the categorial lexicon accounted for both constituent order and the morpheme order with no distinction",,0,acl_cambridge
1255,,,"In another experiment -LRB- Eastman and McLean 1981 -RRB- , 693 English queries to a data base system were analyzed . the data scarcity",,0,acl_cambridge
1256,,,In turn the Goal is computed as if it were an obligatory semantic role like the missing Agent of passivized structures . it will add complexity,,0,acl_cambridge
1257,,,They extract the most content-dense sentences from source articles . ParaMor currently does not address morphophonology,,0,acl_cambridge
1258,,,"4the actual size of the filtered lexicon was 47,659 entries out of 53,015 entries of the original lexicon . incomplete sentences and wrong grammars",,0,acl_cambridge
1259,,,"The second line is the output of the second stage of Xtract , it is a multiple word collocation -LRB- or n-gram -RRB- . these features give no information about where in the string the n-grams should occur",,0,acl_cambridge
1260,,,"However , they are far from containing only interesting semantic relations . we do not currently use subcategorization dictionaries for either language , while we have several for English",,0,acl_cambridge
1261,,,"5 , if all of the a ; , are in A then so is at least one of the O. ; , -LRB- In fact , the other two conditions are just special cases of this condition . -RRB- the assertion component of the latter is essentially limited to atomic predications and their negations , so that ordinary statements such as Most students who passed the AI exam also passed the theory exam , or If Kim and Sandy get divorced , then Kim will probably get custody of their children , cannot be represented , let alone reasoned with",,0,acl_cambridge
1262,,,"This is done by establishing a 100-word window around a target word -LRB- 50 words on each side -RRB- , and correlating each synset to which the target word belongs with each word in the surrounding window . a given term may be assigned to an implausibly large number of categories",,0,acl_cambridge
1263,,,"PropBank has been used as the training data in recent semantic role labeling competitions as part of the Conferences on Computational Natural Language Learning -LRB- Carreras and M`arquez 2004 , 2005 -RRB- . low representation power",,0,acl_cambridge
1264,,,Ontological promiscuity makes it possible to explore more complicated analyses in this general framework . it increases the size of the synchronous context-free grammar massively,,0,acl_cambridge
1265,,,We believe that it is much easier for a person to separate a set of texts into two piles -LRB- the relevant texts and the irrelevant texts -RRB- than to generate detailed text annotations for a domain . data sparseness,,0,acl_cambridge
1266,,,"We make extensions to a previous algorithm that reestimates the N-gram model from an untagged segmented language -LRB- e.g. , English -RRB- text as training data . no studies could provide empirical comparisons across grammar theories",,0,acl_cambridge
1267,,,"The document was quite long for the PAHO set , containing about 1400 lines of text and 360 alignment blocks in the English document and 1000 lines and 297 blocks in the Spanish text . the sequential models treat queries as unstructured ( linear ) sequences of words",,0,acl_cambridge
1268,,,Identify your institutional affiliation if it is not part of your address . many synonyms need to be discarded in order to achieve this property,,0,acl_cambridge
1269,,,"Every document cluster has corresponding human summaries for evaluating system summaries on the basis of ROUGE scores -LRB- Lin , 2004 -RRB- . a small number of words in almost every resulting class does n't belong to the part-of-speech categories which most of words in that class belong to",,0,acl_cambridge
1270,,,The text analysis component constructs and traverses the information of these layers under control of the discourse development . in the approximation of exponentially many parse trees by a polynomial-size sample,,0,acl_cambridge
1271,,,The nodes of the trees represent semantically significant words . the latter distribution is conditioned on two very disparate sources of information which are difficult to combine in a complementary way,,0,acl_cambridge
1272,,,"Nor had any symbols been evaluated for transparency or cultural sensitivity by local AAC users , their supporting professionals and families . it does not guarantee that the output parse is a projective dependency tree , only a projective dependency forest , that is , a sequence of adjacent , non-overlapping projective trees ( Nivre 2008 )",,0,acl_cambridge
1273,,,"Each of these parameter settings will have its own highest ranking candidate , where . the web mining process is quite inefficient",,0,acl_cambridge
1274,,,"The 3gram read DET book aggregates several more specific 3-grams like read a book , read the book , etc. . the use of the raw empirical unigram distribution to represent content significance",,0,acl_cambridge
1275,,,What helps to place / a / as a -LSB- + low -RSB- vowel in Classical Manchu is the knowledge that it is the -LSB- + ATR -RSB- counterpart of / a / . they do not store meta-information about the speaker,,0,acl_cambridge
1276,,,"To testify this , we need a diversity metric . the combinatorial expansion in the search space",,0,acl_cambridge
1277,,,"Our learned policy outperforms the monotone policy toward the end and of course outperforms the batch policy throughout the sentence . if the web site being queried is modified by its creators , slight modifications will have to be made to the query generator to accommodate those changes",,0,acl_cambridge
1278,,,Table 4 gives a breakdown of our system 's performance on the various category subtypes . it relies too much on the quality of sentiment lexicon and thus hard to cover the network language arose spontaneously,,0,acl_cambridge
1279,,,"For example , different NLG systems may require very different domain-dependent language resources , or make different assumptions on which resources are domain-dependent or independent . they aggregate scores of different pairs — even though these scores can vary greatly in the embedding space",,0,acl_cambridge
1280,,,"Similar to the AMIRA framework , we adopt an IOB chunk/segment tagging scheme . high dimensionality",,0,acl_cambridge
1281,,,"Finally , DCDlight does not average the weight vectors . it introduces class imbalance : urban areas tend to contain far more tweets than rural areas",,0,acl_cambridge
1282,,,"1993 -RRB- and information retrieval -LRB- Franz , M. and McCarley , S. 2002 -RRB- . WIT cannot deal with multiple speech recognition candidates such as those in an N-best list",,0,acl_cambridge
1283,,,"For example , in figure 2 , the first Chinese word MEP may be correspondent to the English chunk 5 or 7 . its predictions are not validated on actual documents",,0,acl_cambridge
1284,,,"For instance , one can write meta-rules for handling relaxation of word categories and relaxation of predicates on ATN arcs . for some inputs , the right output might not be available in the set considered by the training data , even if it might easily be constructed from known parts using a generative approach",,0,acl_cambridge
1285,,,See Figure 3b for an example of sentence graph creation and expansion . different interpretations of clause spans,,0,acl_cambridge
1286,,,"On the intelligibility side , we were surprised to find that the IE groups led to improvements in intelligibility when used with marginal relevance selection . having only one valid translation ( the aligned translation in the parallel corpus ) as a gold standard translation",,0,acl_cambridge
1287,,,"Table 8 shows the average and standard deviation in each set . as all the results are not manually validated , some resulting classifications can appear incorrect",,0,acl_cambridge
1288,,,"The argumental structure of `` switching '' is : `` schools '' -LRB- agent -RRB- ; `` constantly '' -LRB- time/frequency -RRB- ; `` uniforms '' -LRB- theme -RRB- . the resulting reliance on manually annotated examples , which are expensive and time-consuming to create",,0,acl_cambridge
1289,,,Research on paraphrase alignment focuses on identifying links between semantically related word strings . the type-checking which is not fully implemented,,0,acl_cambridge
1290,,,"Second , our trees include FEATURES , following -LRB- Vijay-Shanker , 1987 -RRB- . the explosion of possible constituents",,0,acl_cambridge
1291,,,We have also evaluated our sampled SHRG on a string-to-AMR graph parsing task and achieved some reasonable result without using a dependency parse . the representativeness of the N-best list is often a question mark,,0,acl_cambridge
1292,,,"Here we first briefly describe a clustering subroutine that is used in both phases , and then describe the algorithm in detail . frequency is not always useful for detecting mistakes , because the norm can be very separated from real use",,0,acl_cambridge
1293,,,We will now discuss the E/R model we propose as a starting point in the kLogNLP pipeline . the unbalanced knowledge sources shared by human beings and a computer system,,0,acl_cambridge
1294,,,"In the tablebased approaches , if a tokenized form is mapped to more than one surface form , we use the most frequent surface form . their inevitable dependency on the here-and-now",,0,acl_cambridge
1295,,,"Indeed , coarse-to-fine is even more effective when a hierarchy of successive approximations is used -LRB- Charniak et al. , 2006 ; Petrov and Klein , 2007 -RRB- . a tagged corpus is essential for training",,0,acl_cambridge
1296,,,"constructs left-most derivations of strings , using dotted productions to keep track of partial derivations . they do not directly model events , which have structured information",,0,acl_cambridge
1297,,,"Hyphenated categories are those for which CLAWS , the tagger used for tagging the BNC , was uncertain which of the two tags to assign . we would have to store one rule for each utterance that we would like our system to produce",,0,acl_cambridge
1298,,,The text with the largest number of instructions is selected as the reference . no labeled training data in the target domain,,0,acl_cambridge
1299,,,"For example , Hildebrand et al. . this structure may be cubic in the length of the parsed sentence , and more generally polynomial for some proposed algorithms",,0,acl_cambridge
1300,,,"While the helicopter is airborne , an on-board active vision system will interpret the scene below to interpret ongoing events , which may be reported -LRB- via NL generation -RRB- to the operator . it simply models the text-to-word information without leveraging the correlation between short texts",,0,acl_cambridge
1301,,,"The nonWSJ articles -LRB- mainly political and disaster news -RRB- include both print and broadcast news that are from a variety of news sources , such as ABC , AP , and VOA . the effect of skewed distributions on the value of K",,0,acl_cambridge
1302,,,"In the USL system , extensions of concepts are represented as virtual relations of a relational database which are defined on physically stored relations -LRB- base relations -RRB- . the resources are not necessarily constructed from the same source data",,0,acl_cambridge
1303,,,"This elided form of jusque should probably be treated separately , as a preposition modifier . the quality of the output is very susceptible to the quality and amount of resources available",,0,acl_cambridge
1304,,,"As a result , we employ it as one metric for measuring the similarity of two DRDAs . it exclusively focuses on error types taken in isolation",,0,acl_cambridge
1305,,,"where fve can replace the summation of kernels in the fact that it significantly deviates from the standard methodology of developing finite-state devices , and integration of vectorized automata with standard ones remains a challenge",,0,acl_cambridge
1306,,,Selftraining for enhancement and domain adaptation of statistical parsers trained on small datasets . the complexity of training and decoding increases proportionally to the number of target words,,0,acl_cambridge
1307,,,by the creator or user of the corpus . falling into local minima,,0,acl_cambridge
1308,,,"spelling correction , machine translation and dialogue systems . unknown word",,0,acl_cambridge
1309,,,"Processing stages include lexical lookup , syntactic parsing , semantic analysis , and pragmatic analysis . that ONSET can also play a role for triggering resyllabification",,0,acl_cambridge
1310,,,"Even when b and g can be estimated from the subject 's pre-test data , one additional degree of freedom needs to be fixed , and we chose to fix the distance between the means , \u03bc1 \u2212 \u03bc2 . they are restricted to learning one-to-one word mappings",,0,acl_cambridge
1311,,,The general approach is to re-train a parser with parse trees which are the most consistent with alignment matrices . information about eye movement events following this first regressive saccade is lost,,0,acl_cambridge
1312,,,"In fact , it was this availability of the generalization operation that suggested a simplified account of coordination facts in English now being used in GPSG -LSB- 15 -RSB- and in an extension of PATR-II -LSB- 81 . training time is increased because of the extra nested loop needed to calculate feature covariances",,0,acl_cambridge
1313,,,The accuracies are presented by the `` micro averaged '' F-score . an adaption to a different dialogue system or to new modalities is quite expensive,,0,acl_cambridge
1314,,,The effect of smoothing is indeed always stronger for learner 1 than learner 2 . the use of reference answers makes it impossible to compare systems that use different dialog strategies for carrying out the same task,,0,acl_cambridge
1315,,,"allows for either kind of response . the logical nature of automated planning systems , which do not handle probabilistic grammars , or force ad-hoc approaches for doing so ( Bauer and Koller , 2010 )",,0,acl_cambridge
1316,,,We believe that it is essentially related to the different morphemes corpus of Chain1 and Chain2 . word ambiguity,,0,acl_cambridge
1317,,,"Flu vaccination for Model 4 would be represented by a vector consisting of the concatenation of the two descriptors showing only the first four levels : D4 .808.54.79 G3 .770.670.310 -LRB- see Table 2 -RRB- . it has been demonstrated for a single language ( French ) , and was not applied to any other language",,0,acl_cambridge
1318,,,"The input of PostGraphe , consists of 3 special annotations followed by the raw data . evaluation is typically slower compared to using an intrinsic metric",,0,acl_cambridge
1319,,,The institute has traditionally offered courses In particular aspects of linguistics which are not readily available to students and faculty on their home campuses . they do not assign semantically equivalent sentences the same semantic representation,,0,acl_cambridge
1320,,,The secondary tags are not predicate-specific in the sense that they are not required by this particular predicate and they are not selective with regard to the predicate they can occur with . complicating the feature space,,0,acl_cambridge
1321,,,"Table 2 gives a breakdown of the average number of annotations for each of the target pairs in the master set . various metrics may be highly correlated with one another , and provide redundant information on performance",,0,acl_cambridge
1322,,,"These choices determine how information flows from one history representation to another , and thus determines the inductive bias of the system . the sparsity issue",,0,acl_cambridge
1323,,,"Besides the fact that the current COPA is not resolving any event coreferences , our in-house mention detector performs weakly in extracting date mentions too . the non-contiguous elements in a verbchain are assigned into a single node while the subject in between belongs to its own node",,0,acl_cambridge
1324,,,Sections 5 and 6 report experiments and results . frequently two semantically similar senses are distant in the WordNet hierarchy,,0,acl_cambridge
1325,,,"The average length of sentences is about 70 characters , which is a compromise to the writing style of the students . when we do this we actually increase the lexical sparsity",,0,acl_cambridge
1326,,,Thus probabilistic modeling of any data structures is possible when they are represented by feature forests . unobserved co-occurrences of words in the training corpus,,0,acl_cambridge
1327,,,This particular ordering of theories is based on the ordering of meanings of the corresponding words in dictionaries -LRB- derived and less frequent meanings have lower priority -RRB- . the word form of an unknown word often contains useful information that is not available in the present setup,,0,acl_cambridge
1328,,,"First , instead of weighing all edits equally , each unique edit has a probability associated with it . very conservative approaches to exact and partial string matches overgenerate badly",,0,acl_cambridge
1329,,,The hearer presupposes that the event e actually took place at some time in the past . the increase of its size with the increase of the text or the n-gram length,,0,acl_cambridge
1330,,,Content determination in the systems examined basically performs two functions : Deep content determination : Determine what information should be communicated to the hearer . the metric used to measure the similarity between strings ( n-gram overlap ) is only a crude approximation of an ideal semantic similarity metric,,0,acl_cambridge
1331,,,The Fmeasure suggests that category terms better capture the semantics of an article when compared to the text of the article . This bias towards outliers,,0,acl_cambridge
1332,,,Kinetic verbs allow easy transfer of action from subject to object . they capture associations when the CH and SV occur in close textual distance,,0,acl_cambridge
1333,,,"Crucially , the nested property of projective structures allows edge expectations to be computed in O -LRB- n3 -RRB- from the inside-outside values . an explosion of syntactic parses in natural language systems",,0,acl_cambridge
1334,,,fied by a name and a series of up to 9 numbers that indicate where in the thesaurus it appears . limited data,,0,acl_cambridge
1335,,,We also include several baselines that have access to the same training data as our system . not being able to take into account the influence of a wider linguistic environment,,0,acl_cambridge
1336,,,"Where Mellish uses the two-stage parsing process to complete malformed parses , we use it to diagnose unknown lexical items . tying",,0,acl_cambridge
1337,,,"Unsupervised constituency parsing is also an active research area . each request involves the overhead of starting a new Prolog process , and a consequently inflated response time , as well as complex arrangements to maintain dialogue state information",,0,acl_cambridge
1338,,,We compute edit-probability between the graphemes of si and ti . feature sparseness,,0,acl_cambridge
1339,,,Both rule-based and statistical stemmers have been developed for a variety of languages . unknown words,,0,acl_cambridge
1340,,,"Solomon 's approach -LRB- Solomon , 1991 -RRB- uses unannotated corpora , to build lexicons for simple CG . KB annotations are currently present only if there is a YAGO means relation between the mention string and the correct entity",,0,acl_cambridge
1341,,,Based on this information inter-chunk dependencies are computed using a special purpose parser which is sensitive to the type of chunks . the individuals’ propensity of alignment is only characterized using a proportion of lexical elements,,0,acl_cambridge
